,,,P,J,V,E,D,GM,GS,DG,
1,,Benfica,30,18,14,2,2,79,26,53,a
2,,Belenenses,27,18,13,1,4,72,29,43,a
3,,Sporting,27,18,13,1,4,57,37,20,a
4,,FC Porto,20,18,9,2,7,64,48,16,a
5,,V. Setúbal,19,18,9,1,8,44,49,-5,a
6,,Estoril Praia,16,18,6,4,8,44,34,10,a
7,,Olhanense,16,18,6,4,8,41,41,0,a
8,,V. Guimarães,11,18,4,3,11,32,57,-25,a
9,,Académica OAF,9,18,4,1,13,33,65,-32,a
10,,SC Salgueiros,5,18,2,1,15,30,110,-80,a
