,,,P,J,V,E,D,GM,GS,DG,
1,,Sporting,23,14,11,1,2,58,23,35,a
2,,FC Porto,20,14,8,4,2,47,27,20,a
3,,Belenenses,19,14,9,1,4,59,22,37,a
4,,Benfica,18,14,8,2,4,39,28,11,a
5,,Académica OAF,11,14,4,3,7,32,41,-9,a
6,,Barreirense,10,14,5,0,9,17,38,-21,a
7,,Unidos de Lisboa,6,14,2,2,10,28,50,-22,a
8,,Boavista,5,14,2,1,11,12,63,-51,a
