,,,P,J,V,E,D,GM,GS,DG,
1,,Benfica,30,18,15,0,3,74,38,36,a
2,,Sporting,29,18,14,1,3,66,37,29,a
3,,Belenenses,28,18,14,0,4,78,20,58,a
4,,Unidos de Lisboa,20,18,9,2,7,70,46,24,a
5,,Olhanense,18,18,8,2,8,44,48,-4,a
6,,Académica OAF,14,18,6,2,10,54,60,-6,a
7,,FC Porto,14,18,5,4,9,40,56,-16,a
8,,V. Guimarães,14,18,6,2,10,48,76,-28,a
9,,CUF,11,18,5,1,12,46,77,-31,a
10,,Leixões,2,18,0,2,16,19,81,-62,a
