,,,P,J,V,E,D,GM,GS,DG,
1,,Benfica,21,14,8,5,1,44,23,21,a
2,,FC Porto,20,14,9,2,3,50,18,32,a
3,,Sporting,18,14,8,2,4,41,31,10,a
4,,Belenenses,17,14,7,3,4,28,22,6,a
5,,V. Setúbal,16,14,7,2,5,32,26,6,a
6,,Boavista,11,14,4,3,7,24,39,-15,a
7,,Carcavelinhos,6,14,1,4,9,8,30,-22,a
8,,Académica OAF,3,14,1,1,12,13,51,-38,a
