,,,P,J,V,E,D,GM,GS,DG,
1,,Sporting,31,18,14,3,1,61,22,39,a
2,,Benfica,26,18,11,4,3,57,34,23,a
3,,Atlético CP,24,18,9,6,3,51,28,23,a
4,,FC Porto,23,18,10,3,5,46,36,10,a
5,,Olhanense,22,18,10,2,6,65,34,31,a
6,,Belenenses,21,18,9,3,6,41,32,9,a
7,,V. Setúbal,17,18,7,3,8,52,50,2,a
8,,V. Guimarães,7,18,2,3,13,25,68,-43,a
9,,Académica OAF,6,18,3,0,15,35,68,-33,a
10,,SC Salgueiros,3,18,1,1,16,23,84,-61,a
