,,,P,J,V,E,D,GM,GS,DG,
1,,FC Porto,23,14,10,3,1,57,20,37,a
2,,Sporting,22,14,10,2,2,44,17,27,a
3,,Benfica,21,14,9,3,2,44,24,20,a
4,,Belenenses,13,14,6,1,7,38,29,9,a
5,,Académica OAF,11,14,4,3,7,27,39,-12,a
6,,Barreirense,10,14,4,2,8,21,27,-6,a
7,,Académico FC,10,14,5,0,9,30,61,-31,a
8,,Casa Pia,2,14,1,0,13,12,56,-44,a
