,,,P,J,V,E,D,GM,GS,DG,
1,,Benfica,23,14,10,3,1,34,16,18,a
2,,FC Porto,23,14,11,1,2,43,22,21,a
3,,Sporting,22,14,10,2,2,67,23,44,a
4,,Carcavelinhos,11,14,5,1,8,18,36,-18,a
5,,Belenenses,10,14,5,0,9,29,28,1,a
6,,Académica OAF,10,14,5,0,9,23,37,-14,a
7,,Barreirense,8,14,2,4,8,18,34,-16,a
8,,Académico FC,5,14,2,1,11,15,51,-36,a
